,朝楼,YearMonth,老老荐劳伏_615717,老老荐劳伏_622301,老老荐劳伏_623751,老老荐劳伏_Opt,穿利荐劳伏,弥绊穿利,DD,MDD
0,20170102,201701,0.0209,0.0258,0.0269,0.024508800000000004,1.0245088,1.0245088,0.0,0.0
1,20170103,201701,0.0055000000000000005,0.0034000000000000002,0.0059,0.004928400000000001,1.02955798916992,1.02955798916992,0.0,0.0
2,20170104,201701,0.0021,-0.0021,0.0048,0.0015984,1.0312036346598092,1.0312036346598092,0.0,0.0
3,20170105,201701,0.0017000000000000001,0.0021,0.0151,0.0062937,1.0376937209752677,1.0376937209752677,0.0,0.0
4,20170106,201701,-0.0032,0.0011,-0.0012,-0.0010989,1.036553399345288,1.0376937209752677,-0.0010989000000000138,-0.0010989000000000138
5,20170109,201701,0.0048,0.006500000000000001,0.0084,0.006560100000000001,1.0433532933003329,1.0433532933003329,0.0,-0.0010989000000000138
6,20170110,201701,0.0015,-0.0044,-0.0033,-0.0020646,1.041199186090985,1.0433532933003329,-0.002064599999999972,-0.002064599999999972
7,20170111,201701,0.0095,0.0011,0.0009,0.0038295,1.0451864583741204,1.0451864583741204,0.0,-0.002064599999999972
8,20170112,201701,-0.0049,0.0209,0.0146,0.0101898,1.0558366993476611,1.0558366993476611,0.0,-0.002064599999999972
9,20170113,201701,0.0062,0.0066,-0.006500000000000001,0.0020979,1.0580517391592226,1.0580517391592226,0.0,-0.002064599999999972
